full_text,username,MBTI,IE,NS,TF,JP
aamiiin terimakasih iya doa terbaik untuk admin dan keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untuk abang dang keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untukmu dan keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untukmu dan keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untukmu dan keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untukmu dan keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untukmu dan keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untukmu dan keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untukmu dan keluarga,cakimiNOW,ENFP,E,N,F,P
aamiiin terimakasih iya doa terbaik untuk admin dan keluarga,cakimiNOW,ENFP,E,N,F,P
terimakasih dan hormat pak gita paparanya bisa jadi modal para kader berbakti pada negeri mencerahkan dan mencerdaskan,cakimiNOW,ENFP,E,N,F,P
bersyukur dan bahagia atas kehadiran pak gita wirjawan bagi saya ini adalah suprise dan membahagiakan terima kasih atas kehadirannya pak gita saya bilang ke beliau tolong briefing kami karena kami sedang semangat untuk mencoba mewarnai lima tahun yang akan datang,cakimiNOW,ENFP,E,N,F,P
setuju dimulai diskusi matang dari podcastmu,cakimiNOW,ENFP,E,N,F,P
kaum muda pkb energi kemajuan bangsa,cakimiNOW,ENFP,E,N,F,P
siap kyai,cakimiNOW,ENFP,E,N,F,P
cak imin ekonomi tidak akan pernah selamat tanpa demokrasi yang matang news,cakimiNOW,ENFP,E,N,F,P
pkb sangat terbuka buat anak muda yang idealis dan mau berjuang di politik aku waktu dilibatkan dalam pendirian pkb dianggap masih muda padahal sudah usia tahun glbran ini baru tahun sudah bersemangat memperjuangkan idealismenya di politik salut dan bangga,cakimiNOW,ENFP,E,N,F,P
iya ngopi wae,cakimiNOW,ENFP,E,N,F,P
buka orientasi caleg pkb cak imin ini jihad serius menguatkan demokrasi,cakimiNOW,ENFP,E,N,F,P
jalan sehat bersama para pasukan kader pejuang anggota dpr ri baru semua terlihat semangat ini harus dijadikan kegiatan rutin olahraga para anggota dpr ri yang baru selamat berorientasi tetap semangat dan sehat selalu pkb solusi bangsa,cakimiNOW,ENFP,E,N,F,P
pasukan kader,cakimiNOW,ENFP,E,N,F,P
alhamdulillah hari ini anggota baru dpr ri akan mulai orientasi mulai dari persiapan fisik mental materi konsep gagasan dan visi materimateri pelatihannya mengandung gagasan ideologi politik etika bernegara dan berbangsa kapasitas kompetensi legislasi budgeting,cakimiNOW,ENFP,E,N,F,P
ngene kamu lur,cakimiNOW,ENFP,E,N,F,P
rapat kerja pengurus dpp pkb masa bakti pkb ingin lima tahun ke depan turut mewarnai bangsa memperbaiki yang salah dan mewujudkan kemajuan indonesia pkb solusi bangsa,cakimiNOW,ENFP,E,N,F,P
pkb for all,cakimiNOW,ENFP,E,N,F,P
aku punya pengalaman terlibat sejak konsep pendirian pkb dalam tim asistensi menjadi bagian dari deklarator sampai menjaga keutuhan partai hingga hari ini juga melihat pengalaman temanteman yang bikin partai baru beserta seluk beluknya tentu saya bersyukur pkb bisa kuat hingga,cakimiNOW,ENFP,E,N,F,P
knw lho ini urusan pkb dan dpr kok piye,cakimiNOW,ENFP,E,N,F,P
mbak fanny saya juga sering dengerin lagu ciptaanmu ayooo saya siap bantu perjuangan temanteman soal keadilan pembagian hak cipta,cakimiNOW,ENFP,E,N,F,P
pangananku jaman cilik mbiyen,cakimiNOW,ENFP,E,N,F,P
saya bisa paham cara protes dan itu bisa jadi pilihan tapi saya coba mencari jalan produktif agar tidak siasia saja,cakimiNOW,ENFP,E,N,F,P
cak imin sebut pkb akan go public tidak hanya untuk warga nu,cakimiNOW,ENFP,E,N,F,P
nah ini baru benar cak imin sebut pkb akan go public tidak hanya untuk warga nu,cakimiNOW,ENFP,E,N,F,P
go public untuk seluruh rakyat,cakimiNOW,ENFP,E,N,F,P
cak imin buka fun ride amp run sambut hut ke dpr ri,cakimiNOW,ENFP,E,N,F,P
pagi ini membersamai peserta fun ride and run dalam rangka hari ulang tahun dpr ri yang ke saya ucapkan selamat datang di dpr selamat mengikuti semoga kita semua sehat sejahtera selalu amin,cakimiNOW,ENFP,E,N,F,P
selamat iya untuk ananda aqiila dan khibran semoga berkah sakinah mawaddah wa rohmah dan diberikan keturunan yang soleh solehah amiin,cakimiNOW,ENFP,E,N,F,P
takziyah mas faisal basri insyaalloh husnul khotimah,cakimiNOW,ENFP,E,N,F,P
mas faisal basri bagi saya bukan saja sebagai ekonom senior tapi guru bangsa sikap kritisnya tidak pernah lekang oleh apapun dan siapapun kalau dalam pandangan beliau melenceng siapapun itu pasti akan tetap dikritik diluruskan sejak lama saya sudah mengenal mas faisal,cakimiNOW,ENFP,E,N,F,P
iya kalau aku presiden langsung kuwajibkan tobat bagi seluruh rakyat no choice,cakimiNOW,ENFP,E,N,F,P
selamat datang di negeri bhineka tunggal ika bapak,cakimiNOW,ENFP,E,N,F,P
tadi malam sby didampingi pembina dan para atlet pelatih serta ofisial lavani melaksanakan malam syukuran atas berakhirnya turnamen proliga kesempatan ini juga dijadikan ajang perpisahan bagi para pelatih dan pemain asing yang akan kembali ke negaranya masingmasing,SBYudhoyono,ENFJ,E,N,F,J
turnamen bola voli nasional antar klub proliga semalam berakhir sebagai puncak kegiatan dilaksanakan grand final antara bhayangkara presisi dengan lavani allo bank electric untuk tahun ini yang berhasil menjadi juara adalah bhayangkara sedangkan lavani menjadi runner,SBYudhoyono,ENFJ,E,N,F,J
pidato menhan prabowo subianto yang juga presiden indonesia terpilih di forum shangrila dialogue di singapura strong and also beautiful pidato tersebut mendapatkan respons yang umumnya positif dari banyak kalangan terima kasih pak prabowo pernyataan beliau yang banyak,SBYudhoyono,ENFJ,E,N,F,J
sejarah mencatat dari abad ke abad peradaban makin maju dan berkembang ketidakberadaban makin susut dunia makin civilized dalam peperangan hukum dan etika makin menjadi rules artinya perang dan operasi militer ada aturannya ada batasbatasnya mana yang boleh,SBYudhoyono,ENFJ,E,N,F,J
kemarin dalam pertandingan di gresik lavani kalah menghadapi bank sumsel babel selaku pendiri dan pembina lavani saya berpesan jadikanlah kekalahan kemarin sebagai sarana evaluasi dan perbaikan masih ada hari esok do better ingat apa yang selalu saya,SBYudhoyono,ENFJ,E,N,F,J
menyimak perkembangan situasi di timur tengah minggu ini ada secercah harapan baik harapan terjadinya gencatan senjata cease fire menuju pengakhiran perang di gaza secara lebih permanen saya membaca ada kehendak paling tidak kesediaan dari pihakpihak yang berperang,SBYudhoyono,ENFJ,E,N,F,J
selaku pendiri dan pembina klub bola voli lavani saya mengucapkan selamat kepada jakarta stin bin yang memenangkan pertandingan melawan lavani semalam di semarang kompetisi dalam rangkaian proliga saya amati telah berjalan dengan baik meskipun ketat dan keras semoga ini,SBYudhoyono,ENFJ,E,N,F,J
saksikan turnamen voli nasional pln mobile proliga yang akan diselenggarakan di gor amongrogo yogyakarta pada tanggal april juara bertahan jakarta lavani allo bank electric akan bertindak selaku tuan rumah di yogyakarta dalam acara pembukaan proliga,SBYudhoyono,ENFJ,E,N,F,J
rakyat tidak boleh susah harus makin sejahtera harapan rakyat perjuangan demokrat,SBYudhoyono,ENFJ,E,N,F,J
secara pribadi saya berpendapat ada pemilihan presiden di tahun ini yang bisa mempengaruhi geopolitik dan keamanan di kawasan asia geopolitik dan keamanan kawasan yang saya maksud adalah ketegangan yang tinggi antara tiongkok dengan taiwan saya gunakan istilah taiwan,SBYudhoyono,ENFJ,E,N,F,J
seraya mengenang jasa para pahlawan kusuma bangsa negeri ini senantiasa memerlukan hadirnya patriot dan kesatria yang teguh membela kejujuran kebenaran dan keadilan selamat memperingati hari pahlawan nov sby,SBYudhoyono,ENFJ,E,N,F,J
indahnya permainan bola voli oleh susilo bambang yudhoyono,SBYudhoyono,ENFJ,E,N,F,J
hari ini saya ada di jateng saya dapat informasi mas gibran ingin temui saya amp ahy mungkin terkait pencalonan mas gibran sebagai cawapres silaturahmi mas gibran dengan saya amp ahy itu baik namun urusan cawapres sepenuhnya menjadi kedaulatan amp kewenangan pak prabowo sby,SBYudhoyono,ENFJ,E,N,F,J
temanteman pecinta voli mari kita doakan timnas kita meskipun tidak disiarkan tengah bertanding melawan korea selatan jika kita menang indonesia berada di peringkat ke asia kita punya potensi untuk menang sby,SBYudhoyono,ENFJ,E,N,F,J
menurut saya ke depan pbvsi bisa mengatur mana event yang harus dihadiri timnas senior amp mana yang bisa diwakilkan kepada timnas yang lebih junior seperti yang dilakukan negara lain saya yakin bisa karena di bawah pbvsi sekarang ini prestasi timnas voli indonesia terus meningkat sby,SBYudhoyono,ENFJ,E,N,F,J
pbvsi tidak salah karena ingin tingkatkan peringkat kita di dunia selama ini indonesia tidak selalu ikut event internasional sehingga berpengaruh pada peringkat kita saya yakin pbvsi akan evaluasi untuk seimbangkan tujuan itu peringkat naik amp fisik atlet terjaga sby,SBYudhoyono,ENFJ,E,N,F,J
berkaitan dengan faktor kelelahan fatigue timnas kita mungkin ada benarnya januari agustus atlet mengikuti turnamen nasional amp internasional di luar waktu pertandingan atlet kita juga melaksanakan tc ini barangkali menimbulkan keletihan amp kejenuhan sby,SBYudhoyono,ENFJ,E,N,F,J
saya simak berbagai komentar terhadap twit saya tentang penampilan indonesia dlm avc championship amp upaya perbaikannya agar makin bersinar di dunia terima kasih atas komentarnya yang penting amp relevan masukan yang perlu didengar oleh pbvsi adalah faktor kelelahan atlet kita sby,SBYudhoyono,ENFJ,E,N,F,J
vincent amp desta terima kasih atas undangannya mohon maaf malam ini saya tidak bisa hadir karena ada kegiatan yang sudah lama dijadwalkan kalau ada event voli selanjutnya saya pengen benar nonton semoga acara malam ini sukses sby,SBYudhoyono,ENFJ,E,N,F,J
ada hal yang perlu diperbaiki atlet harus miliki stabilitas tidak ups amp downs secara berlebihan yang performancenya turun head coach cakap untuk lakukan rotasi di masa kritis jelang akhir set tidak boleh ada error itu saja kita sambut kemenangan di masa depan sby,SBYudhoyono,ENFJ,E,N,F,J
saya yakin timnas indonesia masih bisa berkembang amp memiliki prestasi yang lebih baik lagi saya juga yakin di samping menjadi leader di tingkat asean juga sangat mungkin masuk papan atas asia syaratnya semua kelemahan amp kekurangan timnas harus diperbaiki secara serius sby,SBYudhoyono,ENFJ,E,N,F,J
menyaksikan semua pertandingan avc championship sebenarnya indonesia punya potensi amp peluang untuk meraih sukses namun capaian kita di bawah sasaran amp harapan pengamatan saya ini disebabkan stabilitas atlet kita judgement coach amp ada faktor luck yang tidak kita miliki sby,SBYudhoyono,ENFJ,E,N,F,J
terima kasih moji atas informasi penayangannya saya yakin masyarakat pencinta bola voli yang jumlahnya besar juga akan senang dan berterima kasih kepada moji kita dukung bersama timnas indonesia sby,SBYudhoyono,ENFJ,E,N,F,J
terima kasih atas informasi linknya sby,SBYudhoyono,ENFJ,E,N,F,J
berdasarkan live score yang saya pantau saat ini skor besar indonesia vs tiongkok adalah karena kita tidak bisa menonton siarannya secara langsung mari kita berdoa untuk kemenangan timnas indonesia semoga merah putih berkibar sby,SBYudhoyono,ENFJ,E,N,F,J
saya sedang berada di pacitan dengan para pecinta bola voli tidak bisa menonton pertandingan antara timnas indonesia vs tiongkok dalam avc championship apakah ada yang mengetahui link livestreaming pertandingan tersebut tolong bagikan informasinya sby,SBYudhoyono,ENFJ,E,N,F,J
sampai di solo pak jokowi dan saya turun dari kereta pak jokowi kembali ke kediamannya saya terus ke pacitan dengan bus sedangkan ibu megawati melanjutkan perjalanan ke blitar untuk berziarah ke makam bung karno sby,SBYudhoyono,ENFJ,E,N,F,J
setelah itu kami bertiga naik kereta api gajayana yang siap berangkat ke tujuan di perjalanan kami menyapa rakyat indonesia dengan hangat rakyat yang pernah kami pimpin dengan penuh kesungguhan hati memimpin bangsa yang tidak pernah sepi dari tantangan sby,SBYudhoyono,ENFJ,E,N,F,J
di stasiun gambir sudah menunggu presiden indonesia ke amp beliau telah membelikan karcis kereta api gajayana ke arah jawa tengah amp jawa timur karena masih ada waktu sejenak kami berempat minum kopi sambil berbincangbincang santai sby,SBYudhoyono,ENFJ,E,N,F,J
saya bermimpi di suatu hari pak jokowi datang ke rumah saya di cikeas untuk kemudian bersamasama menjemput ibu megawati di kediamannya selanjutnya kami bertiga menuju stasiun gambir sby,SBYudhoyono,ENFJ,E,N,F,J
sebelum mengakhiri jabatan sbg presiden oktober saya mengeluarkan perppu untuk tetap mempertahankan sistem pemilihan kepala daerah langsung bukan pemilihan kepala daerah yang dipilih oleh dprd dalam perppu tsb sudah diwadahi berbagai perubahan amp perbaikan atas implementasi uu yang berlaku sebelumnya sby,SBYudhoyono,ENFJ,E,N,F,J
andaikata sistem proporsional terbuka yang kita jalankan ini memiliki kelemahan tentu terbuka untuk disempurnakan oleh presiden amp dpr hasil pemilu mendatang sangat mungkin kita memiliki uu pemilu yang lebih sempurna dengan tetap menganut sistem proporsional terbuka sby,SBYudhoyono,ENFJ,E,N,F,J
saya bersyukur ke hadirat allah swt amp selamat serta terima kasih kepada mk yang telah mengambil keputusan yang jernih amp benar saya yakin putusan mahkamah konstitusi yang tetap memberlakukan sistem proporsional terbuka ini sesuai dengan harapan rakyat indonesia sby,SBYudhoyono,ENFJ,E,N,F,J
kepada kader partai demokrat di seluruh tanah air agar mengikuti perkembangan penjahat kelamin moeldoko ini sambil memohon pertolongan tuhan yang maha kuasa allah swt ikuti petunjuk ketua umum jika keadilan tidak datang kita berhak memperjuangkannya secara damai dan konstitusional sby,SBYudhoyono,ENFJ,E,N,F,J
sebagai ketua majelis tinggi partai demokrat saya harap pemegang kekuasaan politik amp hukum tetap amanah tegakkan kebenaran amp keadilan indonesia bukan negara predator yang kuat memangsa yang lemah serta tidak anut hukum rimba yang kuat menang yang lemah selalu kalah sby,SBYudhoyono,ENFJ,E,N,F,J
berdasarkan akal sehat sulit diterima penjahat kelamin moeldoko dikabulkan ma karena sudah kali pihak ksp moeldoko kalah di pengadilan kalau ini terjadi informasi adanya tangan politik untuk ganggu demokrat agar tidak bisa ikuti pemilu barangkali benar ini berita yang sangat buruk sby,SBYudhoyono,ENFJ,E,N,F,J
berkaitan dengan penjahat kelamin moeldoko di ma tadi malam saya terima telpon dari mantan menteri yang sampaikan pesan politisi senior bukan partai demokrat berkaitan penjahat kelamin moeldoko ini pesan seperti ini juga kerap saya terima janganjangan ini serius bahwa demokrat akan diambil alih sby,SBYudhoyono,ENFJ,E,N,F,J
pandangan saya untuk pemilu tetap menggunakan sistem proporsional terbuka setelah pemilu presiden amp dpr duduk bersama untuk menelaah sistem pemilu yang berlaku untuk kemungkinan disempurnakan menjadi sistem yang lebih baik dengarkan pula suara rakyat sby,SBYudhoyono,ENFJ,E,N,F,J
saya yakin dlm menyusun dcs partai politik amp caleg berasumsi sistem pemilu tidak diubah tetap sistem terbuka kalau di tengah jalan diubah oleh mk menjadi persoalan serius kpu amp partai politik harus siap kelola krisis ini semoga tidak ganggu pelaksanaan pemilu kasihan rakyat sby,SBYudhoyono,ENFJ,E,N,F,J
ketiga sesungguhnya penetapan uu tentang sistem pemilu berada di tangan presiden amp dpr bukan di tangan mk mestinya presiden amp dpr punya suara tentang hal ini mayoritas partai politik telah sampaikan sikap menolak pengubahan sistem terbuka menjadi tertutup ini mesti didengar sby,SBYudhoyono,ENFJ,E,N,F,J
bulan sblm akhiri tugas sbg presiden indonesia di unhq new york atas dukungan sekjen pbb ban kimoon saya terima amanah untuk pimpin global green growth institute gggi yang bermarkas di seoul korsel gggi berorientasi pada pertumbuhan ekonomi yang adil amp ramah lingkungan sby,SBYudhoyono,ENFJ,E,N,F,J
pertimbangan untuk menjadikan saya sbg cochair highlevel panel pbb tsb adalah berdasarkan penilaian pbb atas komitmen amp kesungguhan indonesia untuk mengatasi perubahan iklim amp menjalankan pembangunan yang berkelanjutan sby,SBYudhoyono,ENFJ,E,N,F,J
kebersamaan yang lain adl ketika saya mendapatkan amanah dari pbb bersama pm inggris cameron amp presiden liberia sirleaf untuk memimpin highlevel panel yang menyiapkan pemikiran amp rekomendasi tentang sustainable development goals pengganti mdgs yang jatuh tempo pada tahun sby,SBYudhoyono,ENFJ,E,N,F,J
kebersamaan saya dengan sekjen pbb bermula ketika jadi tuan rumah cop climate change di bali th pertemuan itu hampir gagal tapi kami berdua menyemangati delegasi untuk terus bernegosiasi alhamdulillah konferensi dilanjutkan amp hasilkan bali roadmap yang bersejarah sby,SBYudhoyono,ENFJ,E,N,F,J
kami saling melepas rindu amp mengenang kebersamaan di waktu yang lalu utamanya peran indonesia dlm kerjasama internasional dlm pertemuan yang akrab itu saya juga menerima ucapan belasungkawa dari ibu ban kimoon sahabat baik ibu ani atas berpulangnya istri tercinta sby,SBYudhoyono,ENFJ,E,N,F,J
di selasela menghadiri global summit di riyadh yang antara lain membahas sustainable travel amp tourism saya sarapan bareng dengan sahabat lama sahabat dekat ban kimoon mantan sekjen pbb sby,SBYudhoyono,ENFJ,E,N,F,J
semua negara akan diuji seperti dlm resesi global bisa bertahan amp melangkah ke depan atau terjatuh amp bangkitnya lama sukses itu fungsi dr ikhtiar juga hasil dr proses amp kecakapan atasi krisis perlu ketepatan amp kecepatan first thing first insya allah kita bisa sby,SBYudhoyono,ENFJ,E,N,F,J
resesi dlm arti luas adl memburuknya perekonomian ada tekanan berat terhadap fundamental ekonomi amp kehidupan masyarakat pertumbuhan anjlok inflasi tinggi pengangguran meningkat penghasilan amp daya beli turun utang bebani fiskal amp terbatasnya sumber daya untuk stabilisasi ekonomi sby,SBYudhoyono,ENFJ,E,N,F,J
sepertinya ekonomi global bakal masuki resesi seberapa dalam amp berapa lama kita tidak tahu pada saatnya badai pasti berlalu habis gelap terbitlah terang begitulah sejarah krisis ekonomi sejak depresi dahsyat th an syaratnya dunia amp semua negara harus berikhtiar sby,SBYudhoyono,ENFJ,E,N,F,J
wahai para pemimpin dunia tmsk pbb bertindaklah secara nyata do something concretely untuk selamatkan dunia kita inaction is immoral gunakan forum di bali to save our world to save our planet turunkan ego masingmasing negosiasi amp perundingan adalah jawaban sby,SBYudhoyono,ENFJ,E,N,F,J
ngatain orang nanti dikatain balik playing victim diketawain komen kamu sama gaji karyawan saya,RizkyBillar,ESFP,E,S,F,P
tergantung slot jam tayang sama body durasi om arround biasanya,RizkyBillar,ESFP,E,S,F,P
hendri terima kasih kasih doa baik yang sama buat abangnya juga,RizkyBillar,ESFP,E,S,F,P
ada yang punya bargain karena namanya sudah lebih dulu besar sehingga positioning yang bagus ada juga yang namanya besar karena judul tersebut,RizkyBillar,ESFP,E,S,F,P
amirsyarif yang mana keterangan yang akhirnya di rubah di press rilis terakhir mas tinggal dimana ngopi yuk siapa tahu pengen denger penjelasan langsung dari istri saya biar ga berasumsi sendiri karena kalau dari oknum kan bisa diubahubah tergantung kebutuhan,RizkyBillar,ESFP,E,S,F,P
trash saya tidur dulu bang kalau lagi iseng dan berkenan silahkan scroll tweet saya yang dibawahbawah beberapa saya jelasin baik secara implisit dan explicit mudahan menemukan jawaban jika berkenan,RizkyBillar,ESFP,E,S,F,P
nuhun teteh,RizkyBillar,ESFP,E,S,F,P
selamat istirahat gaes ga berasa uda jam segini mana besok start aktifitas pagi lagi anyway senang rasanya interaksi di lagi dengan followers baru last but not least maapin kalau ada katakata atau cuitan yang kurang berkenan sepanjang dini hari ini,RizkyBillar,ESFP,E,S,F,P
dede sama abang uda bobo kakak,RizkyBillar,ESFP,E,S,F,P
pliis iya allah jangan,RizkyBillar,ESFP,E,S,F,P
tenang saja inshaallah taat lapor pajak pph saya juga kan progresif itu uda hitungannya abang tertawa cc,RizkyBillar,ESFP,E,S,F,P
waalaikum salam bapak,RizkyBillar,ESFP,E,S,F,P
xuansi gapapa kakak minimal yang belum tahu yang masih naif yang masih denial bisa sedikit tersadarkan bahwa apapun bisa dilakukan di negara ini apalagi hanya sekedar membesarbesarkan sebuah kasus untuk menutupi kasus lainnya,RizkyBillar,ESFP,E,S,F,P
xuansi dibanting diseret secara sadis seperti yang dinarasikan sampai tidak bisa melakukan kegiatan seharihari kata mereka,RizkyBillar,ESFP,E,S,F,P
xuansi kalau dibanting harusnya ga bisa tawaf sa sama raudha sih abang kalau ngikutin benar kasus ini sih harusnya tahu sih statement tiap press rilis beda bahkan di release terakhir didorong dan tidak ada kata banting maaf iya abang bukan bermasuk pembenaran hanya menyampaikan versi,RizkyBillar,ESFP,E,S,F,P
aamiin terima kasih kakak doa yang sama iya kakak,RizkyBillar,ESFP,E,S,F,P
di negeri ini sepertinya cuma saya abang kasus kdrt yang tiap press rilis statemen bap beda kemudian alih cctv di tkp yang di publish bahkan yang di billiard yang diangkat yang notabene terjadi sudah berbulanbulan lalu sebagai informasi cctv tkp saat kejadian istri saya masih nyetir mobil sendiri iya,RizkyBillar,ESFP,E,S,F,P
dm buru saya top up gopay atau ovo,RizkyBillar,ESFP,E,S,F,P
aduuh ga bermaksud padahal cuma self reminder saja sih,RizkyBillar,ESFP,E,S,F,P
mudahan cocok,RizkyBillar,ESFP,E,S,F,P
selagi lagi ramai yang doyan ngopi boleh mampir di ever coffee pollux mall cikarang iya ada bang tyok guest starnya di bulan ini ngomong-ngomong di ever setiap malam minggu kita selalu undang bandband lokal buat live musican barang kali abang atau kakak disini ada yang punya band,RizkyBillar,ESFP,E,S,F,P
dari malam tadi sebelum acara ngopi terus bang thariq ngomong-ngomong abang thariq yang ini uda haji,RizkyBillar,ESFP,E,S,F,P
game junius anggap saja iya abang meskipun doi pakai akun fake,RizkyBillar,ESFP,E,S,F,P
biasa lagi iseng cari notasi sama lirik kakak,RizkyBillar,ESFP,E,S,F,P
jangankan nasi goreng kalau abang deket rumah saya deh saya jajanin nasi padang pakai gulai tunjang sama dendeng balado,RizkyBillar,ESFP,E,S,F,P
iya kakak nansyaa,RizkyBillar,ESFP,E,S,F,P
boleh kakak silahkan ajukan cv ke email recruitment coid kebetulan lagi butuh beberapa posisi seperti kreatif editor camperscamera person marketing and strategical plan di ever coffee shop juga ada kita lagi butuh waitress email ke,RizkyBillar,ESFP,E,S,F,P
junius abang memangnya ga marah bang seandainya punya istri terus mukanya diedit aneh supaya jadi bahan olokolok ohh mungkin abang terlalu sering halo adik,RizkyBillar,ESFP,E,S,F,P
kakak pliiss repliannya jangan galakgalak aku kan baru mau mulai main twitter lagi kaget juga saya tweet saya yang tadi ramai tumben,RizkyBillar,ESFP,E,S,F,P
orang yang kamu sebut mokondo ngomong-ngomong terima jt gross per epsdiluar brand sama jual program ke tv dan lini bisnis lainnya,RizkyBillar,ESFP,E,S,F,P
aman abang kan saya terima nett pph ditanggung ph dan tiap tahun seperti tahunan aman lapor setiap bulan paling terlambat,RizkyBillar,ESFP,E,S,F,P
iya benar bang sekarang mungkin dia seenteng itu fitnah orang mokondo iya bang sooner or later we never know apa yang terjadi sama dia,RizkyBillar,ESFP,E,S,F,P
perasaan saya lempar ke kolam renang video mana tuh yang ke istri saya,RizkyBillar,ESFP,E,S,F,P
gaji saya episodehari gross juta masih mampu ngidupin bapak kamu sama keluarga kamu minimal sampai tahun ke depan,RizkyBillar,ESFP,E,S,F,P
minimal pakai akun asli bang,RizkyBillar,ESFP,E,S,F,P
ah masasi di video mana yang saya lempar bola billiard ke istri kalau saya lempar logikanya ga bakal bahkan nyamper sih istri saya apa cuma lihat yang video yang di potong,RizkyBillar,ESFP,E,S,F,P
ga butuh simpati kamu sih,RizkyBillar,ESFP,E,S,F,P
ym iya ghina,RizkyBillar,ESFP,E,S,F,P
penting biar apa apa ga disangkut pautkan ke saya dan istri yang sedang baik saja dan menata diri lebih baik juga syukur orang seperti kamu yang otaknya separo siapa tahu kedepan bisa melihat sebuah kejadian dari berbagai sisi,RizkyBillar,ESFP,E,S,F,P
lebih pengen saya jadi penguin sih,RizkyBillar,ESFP,E,S,F,P
saya mau semuanya kakak,RizkyBillar,ESFP,E,S,F,P
wah ada bumi nya tere liye cek dm,RizkyBillar,ESFP,E,S,F,P
hani pemilik master yang daftarin dalam hal ini label,RizkyBillar,ESFP,E,S,F,P
terima kasih kasih mas,RizkyBillar,ESFP,E,S,F,P
hani setiap lagu yang uda jadi demosample pasti saya tawarin ke label istri saya biar label yang menentukan mau kasih ke siapa eh alhamdulillah mereka selalu bilang sudah ini buat istri kamu saja jangan ke yang laen kan saya baca responnya langsung senyam senyum artinya dianggap,RizkyBillar,ESFP,E,S,F,P
ini diskusi saya sama istri ga banyak sekarang composer dangdut khususnya dangdut klasikz,RizkyBillar,ESFP,E,S,F,P
semesta selalu bekerja dengan caranya,RizkyBillar,ESFP,E,S,F,P
ada sedihnya ada senengnya kan saya pengen identitasnya ke pop,RizkyBillar,ESFP,E,S,F,P
saya uda bikin lagu dangdut lagi buat istri nya barengan sisanya sendiri satunya agak ngebeat doain iya tapi gmnpun kita tetep harus ada juga terima lagu dari luar,RizkyBillar,ESFP,E,S,F,P
saya ada bikin beberapa lagu dangdut yang belum rilis dan kata istri saya lirik lagu dangdut saya lebih kuat daripada lagu pop yang saya bikin,RizkyBillar,ESFP,E,S,F,P
terimakasih untuk hari ini sebentar lagi aku mau menyampaikan sesuatu ditunggu iya,PS_AmandaJKT48,ISTJ,I,S,T,J
thankyou event ofc kali ini langganan event ofc nii wkwkwkkw,PS_AmandaJKT48,ISTJ,I,S,T,J
siapa ofc hari ini,PS_AmandaJKT48,ISTJ,I,S,T,J
habis ini mau ada elite room versus wasit ga,PS_AmandaJKT48,ISTJ,I,S,T,J
tolong sediakan kasur buat lawan kasian tiduran di rumput melulu abisnya,PS_AmandaJKT48,ISTJ,I,S,T,J
gajadi goll,PS_AmandaJKT48,ISTJ,I,S,T,J
faktanya apa iya hm,PS_AmandaJKT48,ISTJ,I,S,T,J
love cicii banyakk banyakkl shanijkt,PS_AmandaJKT48,ISTJ,I,S,T,J
terimakasih untuk hari ini huhuhuu banyak air mata,PS_AmandaJKT48,ISTJ,I,S,T,J
hati hati yang rebutan spot di festival awas jatoh yaa see you sebentar lagi he,PS_AmandaJKT48,ISTJ,I,S,T,J
ehhh hari ini deng,PS_AmandaJKT48,ISTJ,I,S,T,J
uda tidur belum aku baru beres kegiatan niii selamat tidur yaa ketemu besokk,PS_AmandaJKT48,ISTJ,I,S,T,J
banget ini,PS_AmandaJKT48,ISTJ,I,S,T,J
indirajkt mksi iya deh pura kaget pdhl failed,PS_AmandaJKT48,ISTJ,I,S,T,J
hbd kang pelor indirajkt,PS_AmandaJKT48,ISTJ,I,S,T,J
gas lahhh,PS_AmandaJKT48,ISTJ,I,S,T,J
ci lia belum komen tag ci lia terus gais sampai komen liajkt,PS_AmandaJKT48,ISTJ,I,S,T,J
suka lihat ada list lagu jeketi trus captionnya berapa lagu jeketi yang kmu tahu trus aku seperti wih aku tahu smua lagunya lah iya iya aku kan member kocak,PS_AmandaJKT48,ISTJ,I,S,T,J
pap habis latihan benar ga liajkt,PS_AmandaJKT48,ISTJ,I,S,T,J
liajkt indirajkt raishajkt susah banget woii ampe di ajarin berkali kali bahkan diketawain manda amit amit,PS_AmandaJKT48,ISTJ,I,S,T,J
aku lagi rewatch pada,PS_AmandaJKT48,ISTJ,I,S,T,J
ovt kalau nnti theater pipiku masih bengkak sebelah bagaimana senyum pun susah,PS_AmandaJKT48,ISTJ,I,S,T,J
lah kocak mau pesen makan online terus udh topup bahkan keasilan skrol tl lupa blom pesen,PS_AmandaJKT48,ISTJ,I,S,T,J
nunggu crepesnya jam makannya menit,PS_AmandaJKT48,ISTJ,I,S,T,J
